"","expt","n","Year","Date","DN","Site","PlantType","Tissue","temp","Sample","Sample2","PlantID","nomatch","Bag","Pump","End","Equil","Duration","NumFlrs","NumBuds","NumLeaf","PumpID","SoilVWC","SoilDepth","Comments","Collector","LeafDryWtGrams","n.f","sample","Lead","Year.f","Expt","Temp","PlantType.f","Type","Sample.f","nomatch.f","DNLeaf","SampleDate_text","SampleDate_format","RunDate_text","RunDate","GCOrder","Drop","Notes","Filename","verdict","status","Folder","vial","lost","chamber","plant","location_time","SampleDate","drop","Batch","Maxfield","Filename2","sequence","ext","Seq","Is2021","YearFilament","plot.x","subplot","temp.x","plotid","order","plot.y","snow","temp.y","status_tagged","status_census21","plantid.x","plantid.y","vial.x","vial.y","Temp.f","Total","Pump_datehour","year","time","mean_temp_C_control","mean_temp_C_warmed","mean_intensity_lux_control","mean_intensity_lux_warmed","OTC_diff_C","OTC_diff_lux","mean_temp_C_treatment"
"208","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XB172",NA,10:50:00,11:20:00,11:35:00,1800,900,1,0,NA,"CW2",2.1,NA,"trap blew out ~2 min?","CW",NA,NA,"SC_21_210713_8172021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,18,NA,NA,"SC_21_210713_8172021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",21,NA,"XB","172","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,31.5257142857143
"209","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"G99",NA,11:07:00,11:37:00,11:52:00,1800,900,1,0,NA,"CW1",3.5,NA,NA,"CW",NA,NA,"SC_22_210713_8172021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,19,NA,NA,"SC_22_210713_8172021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",22,NA,"G","99","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"210","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XF184",NA,11:10:00,11:40:00,11:55:00,1800,900,1,1,NA,"DRC7",3,NA,NA,"CW",NA,NA,"SC_23_210713_8172021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,10,NA,NA,"SC_23_210713_8172021_10.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",23,NA,"XF","184","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,35.8437142857143
"211","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"G93",NA,11:24:00,11:54:00,12:09:00,1800,900,1,0,NA,"CW2",4.4,NA,NA,"CW",NA,NA,"SC_24_210713_8172021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,9,NA,NA,"SC_24_210713_8172021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",24,NA,"G","93","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"212","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"F220",NA,11:42:00,12:12:00,12:27:00,1800,900,1,0,NA,"DRC7",3.2,NA,"JP: changed vial 35 > 25 (duplicate, proximity, file with no metadata)","CW",NA,NA,"SC_25_210713_8172021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,8,NA,NA,"SC_25_210713_8172021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",25,NA,"F","220","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"213","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"F208",NA,11:49:00,12:20:00,12:35:00,1860,900,1,0,NA,"CW1",2.5,NA,NA,"CW",NA,NA,"SC_26_210713_8172021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,7,NA,NA,"SC_26_210713_8172021_07.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",26,NA,"F","208","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"214","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XF221",NA,11:58:00,12:28:00,12:43:00,1800,900,1,0,NA,"CW2",3.6,NA,NA,"CW",NA,NA,"SC_27_210713_8172021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,6,NA,NA,"SC_27_210713_8172021_06.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",27,NA,"XF","221","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,35.8437142857143
"215","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"D12",NA,12:02:00,12:32:00,12:47:00,1800,900,1,0,NA,"DRC7",6.3,NA,NA,"CW",NA,NA,"SC_28_210713_8172021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,5,NA,NA,"SC_28_210713_8172021_05.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",28,NA,"D","12","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,43.3456666666667
"216","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XD264",NA,12:12:00,12:42:00,12:59:00,1800,1020,1,0,NA,"CW1",3.7,NA,"very pale! trap blew out <1min each of 2x","CW",NA,NA,"SC_29_210713_8172021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,4,NA,NA,"SC_29_210713_8172021_04.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",29,NA,"XD","264","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,35.6508571428571
"217","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XG5",NA,12:24:00,12:54:00,13:09:00,1800,900,1,0,NA,"DRC7",3.8,NA,NA,"CW",NA,NA,"SC_30_210713_8172021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,3,NA,NA,"SC_30_210713_8172021_03.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",30,NA,"XG","5","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,35.6508571428571
"218","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"D156",NA,12:31:00,13:01:00,13:16:00,1800,900,1,1,NA,"CW2",4.6,NA,NA,"CW",NA,NA,"SC_36_210713_8172021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,2,NA,NA,"SC_36_210713_8172021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",36,NA,"D","156","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,43.3456666666667
"219","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"H557",NA,09:45:00,10:15:00,10:30:00,1800,900,1,1,NA,"JMP2",2.8,NA,NA,"JP",NA,NA,"SC_1_210713_8182021_09.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,9,NA,NA,"SC_1_210713_8182021_09.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",1,NA,"H","557","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 10:00:00,2021,10,28.3241428571429,32.8236666666667,8266.7,8352.825,4.49952380952381,86.125,32.8236666666667
"220","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"H743",NA,09:49:00,10:19:00,10:35:00,1800,960,1,0,NA,"JMP3",1.4,NA,NA,"JP",NA,NA,"SC_2_210713_8182021_10.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,10,NA,NA,"SC_2_210713_8182021_10.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",2,NA,"H","743","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-13 10:00:00,2021,10,28.3241428571429,32.8236666666667,8266.7,8352.825,4.49952380952381,86.125,32.8236666666667
"221","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XH188",NA,09:52:00,10:22:00,10:39:00,1800,1020,1,0,NA,"DRC1",3.4,NA,"JP: changed end from 10:29 to 10:39","JP",NA,NA,"SC_3_210713_8182021_11.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,11,NA,NA,"SC_3_210713_8182021_11.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",3,NA,"XH","188","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 10:00:00,2021,10,28.3241428571429,32.8236666666667,8266.7,8352.825,4.49952380952381,86.125,28.3241428571429
"222","otc",NA,2021,2021-07-13,"day","SC","air","air","control",NA,NA,"XHair",NA,09:55:00,10:46:00,11:01:00,3060,900,NA,NA,NA,"JMP3",NA,NA,NA,"JP",NA,NA,"SC_4_210713_8182021_13.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,13,NA,NA,"SC_4_210713_8182021_13.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",4,NA,"XH","air","air_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,31.5257142857143
"223","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XH105",NA,10:11:00,10:43:00,10:58:00,1920,900,1,0,NA,"DRC1",4.2,NA,"newly tagged, white flowers","JP",NA,NA,"SC_5_210713_8182021_12.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,12,NA,NA,"SC_5_210713_8182021_12.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",5,NA,"XH","105","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,31.5257142857143
"224","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"H200",NA,10:29:00,10:59:00,11:18:00,1800,1140,1,0,NA,"JMP2",2.2,NA,NA,"JP",NA,NA,"SC_6_210713_8182021_14.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,14,NA,NA,"SC_6_210713_8182021_14.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",6,NA,"H","200","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2940,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,37.128
"225","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"B294",NA,10:34:00,11:06:00,11:21:00,1920,900,1,0,NA,NA,1.9,NA,NA,"JP",NA,NA,"SC_7_210713_8182021_16.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,16,NA,NA,"SC_7_210713_8182021_16.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",7,NA,"B","294","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,37.128
"226","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"B238",NA,10:52:00,11:24:00,11:39:00,1920,900,1,0,NA,NA,3.2,NA,NA,"JP",NA,NA,"SC_8_210713_8182021_15.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,15,NA,NA,"SC_8_210713_8182021_15.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",8,NA,"B","238","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 11:00:00,2021,11,31.5257142857143,37.128,7577.8,6329.2,5.60228571428571,-1248.6,37.128
"227","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XA191",NA,11:11:00,11:46:00,12:01:00,2100,900,1,0,NA,"DRC1",3,NA,NA,"JP",NA,NA,"SC_9_210713_8182021_17.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,17,NA,NA,"SC_9_210713_8182021_17.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",9,NA,"XA","191","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,35.8437142857143
"228","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XA186",NA,11:13:00,11:49:00,12:04:00,2160,900,1,0,NA,"JMP3",2.4,NA,NA,"JP",NA,NA,"SC_10_210713_8182021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,3,NA,NA,"SC_10_210713_8182021_03.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",10,NA,"XA","186","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3060,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,35.8437142857143
"229","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"A19",NA,11:17:00,11:52:00,12:07:00,2100,900,1,0,NA,"JMP2",2.9,NA,NA,"JP",NA,NA,"SC_11_210713_8182021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,2,NA,NA,"SC_11_210713_8182021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",11,NA,"A","19","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"230","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"E16",NA,11:58:00,12:28:00,12:43:00,1800,900,1,0,NA,"JMP3",5.8,NA,NA,"JP",NA,NA,"SC_12_210713_8172021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-17,20,NA,NA,"SC_12_210713_8172021_20.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",12,NA,"E","16","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 12:00:00,2021,12,35.8437142857143,44.1045,24800.2,12486.2,8.26078571428572,-12314,44.1045
"231","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"E6",NA,11:59:00,12:30:00,12:45:00,1860,900,1,0,NA,"DRC1",4.6,NA,NA,"JP",NA,NA,"SC_31_210713_8182021_04.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,4,NA,NA,"SC_31_210713_8182021_04.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",31,NA,"E","6","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,43.3456666666667
"232","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XE27",NA,12:00:00,12:32:00,12:47:00,1920,900,1,0,NA,"JMP2",5.9,NA,NA,"JP",NA,NA,"SC_32_210713_8182021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,5,NA,NA,"SC_32_210713_8182021_05.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",32,NA,"XE","27","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,35.6508571428571
"233","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XD71",NA,12:21:00,12:51:00,13:06:00,1800,900,1,0,NA,"DRC1",4.1,NA,NA,"JP",NA,NA,"SC_33_210713_8182021_06.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,6,NA,NA,"SC_33_210713_8182021_06.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",33,NA,"XD","71","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,35.6508571428571
"234","otc",NA,2021,2021-07-13,"day","SC","ten","flower","control",NA,NA,"XC187",NA,12:22:00,12:53:00,13:08:00,1860,900,1,0,NA,"JMP2",3.1,NA,NA,"JP",NA,NA,"SC_34_210713_8182021_07.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,7,NA,NA,"SC_34_210713_8182021_07.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",34,NA,"XC","187","outside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,35.6508571428571
"235","otc",NA,2021,2021-07-13,"day","SC","ten","flower","warmed",NA,NA,"C189",NA,12:25:00,12:55:00,13:10:00,1800,900,1,0,NA,"JMP3",4.9,NA,NA,"JP",NA,NA,"SC_35_210713_8182021_08.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-18,8,NA,NA,"SC_35_210713_8182021_08.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",35,NA,"C","189","inside_day","2021-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-13 13:00:00,2021,13,35.6508571428571,43.3456666666667,20666.8,16016.75,7.69480952380952,-4650.05,43.3456666666667
"236","otc",NA,2021,2021-07-15,"night","SC","ten","flower","warmed",NA,NA,"H557",NA,19:46:00,20:16:00,20:31:00,1800,900,1,0,NA,"DRC7",2,NA,NA,"DH",NA,NA,"SC_74_210715_8202021_19.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,19,NA,NA,"SC_74_210715_8202021_19.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",74,NA,"H","557","inside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-15 20:00:00,2021,20,12.7878571428571,14.4928333333333,312.2,301.375,1.70497619047619,-10.825,14.4928333333333
"237","otc",NA,2021,2021-07-15,"night","SC","ten","flower","control",NA,NA,"XH188",NA,19:49:00,20:19:00,20:34:00,1800,900,1,0,NA,"JMP3",3.3,NA,NA,"DH",NA,NA,"SC_75_210715_8202021_20.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,20,NA,NA,"SC_75_210715_8202021_20.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",75,NA,"XH","188","outside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-15 20:00:00,2021,20,12.7878571428571,14.4928333333333,312.2,301.375,1.70497619047619,-10.825,12.7878571428571
"238","otc",NA,2021,2021-07-15,"night","SC","ten","flower","warmed",NA,NA,"H743",NA,19:53:00,20:24:00,20:39:00,1860,900,1,0,NA,"JMP2",3.5,NA,NA,"DH",NA,NA,"SC_76_210715_8202021_18.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-20,18,NA,NA,"SC_76_210715_8202021_18.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",76,NA,"H","743","inside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-15 20:00:00,2021,20,12.7878571428571,14.4928333333333,312.2,301.375,1.70497619047619,-10.825,14.4928333333333
"239","otc",NA,2021,2021-07-15,"night","SC","ten","flower","control",NA,NA,"XH105",NA,20:17:00,20:47:00,21:02:00,1800,900,1,0,NA,"DRC7",8.2,NA,NA,"DH",NA,NA,"SC_77_210715_8212021_02.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-21,2,NA,NA,"SC_77_210715_8212021_02.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",77,NA,"XH","105","outside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-15 21:00:00,2021,21,8.86814285714286,10.1855,0,0,1.31735714285714,0,8.86814285714286
"240","otc",NA,2021,2021-07-15,"night","SC","ten","flower","warmed",NA,NA,"H200",NA,20:26:00,20:56:00,21:12:00,1800,960,1,0,NA,"JMP3",2.9,NA,NA,"DH",NA,NA,"SC_78_210715_8212021_05.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-21,5,NA,NA,"SC_78_210715_8212021_05.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",78,NA,"H","200","inside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2021-07-15 21:00:00,2021,21,8.86814285714286,10.1855,0,0,1.31735714285714,0,10.1855
"241","otc",NA,2021,2021-07-15,"night","SC","ten","flower","control",NA,NA,"XC187",NA,20:52:00,21:22:00,21:37:00,1800,900,1,0,NA,"DRC7",6.5,NA,NA,"DH",NA,NA,"SC_83_210715_8212021_03.qgd",NA,NA,"otc",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-08-21,3,NA,NA,"SC_83_210715_8212021_03.qgd",NA,"Desorbed NA","Campbell RMBL Data/Ipomopsis 2020",83,NA,"XC","187","outside_night","2021-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2021-07-15 21:00:00,2021,21,8.86814285714286,10.1855,0,0,1.31735714285714,0,8.86814285714286
